country_isocode	taxonid	scientific_name	category
KH	9975	Hesperoptenus blanfordi	LC
KH	9978	Hesperoptenus tickelli	LC
KH	10110	Hipposideros armiger	LC
KH	10128	Hipposideros diadema	LC
KH	10136	Hipposideros galeritus	LC
KH	10143	Hipposideros larvatus	LC
KH	10154	Hipposideros pomona	LC
KH	85201719	Hypsugo dolichodon	DD
KH	10974	Kerivoula hardwickii	LC
KH	10981	Kerivoula papillosa	LC
KH	10985	Kerivoula picta	LC
KH	136817	Kerivoula titania	LC
KH	12594	Macroglossus minimus	LC
KH	12595	Macroglossus sobrinus	LC
KH	12938	Megaderma lyra	LC
KH	12939	Megaderma spasma	LC
KH	12947	Megaerops niphanae	LC
KH	13566	Miniopterus magnater	LC
KH	13938	Murina cyclotis	LC
KH	99712630	Murina harrisoni	LC
KH	14142	Myotis annectans	LC
KH	14164	Myotis hasseltii	LC
KH	14166	Myotis horsfieldii	LC
KH	85537578	Myotis muricola	LC
KH	14196	Myotis rosseti	LC
KH	14203	Myotis siligorensis	LC
KH	15646	Otomops wroughtoni	DD
KH	17335	Pipistrellus coromandra	LC
KH	17344	Pipistrellus javanicus	LC
KH	17368	Pipistrellus tenuis	LC
KH	18734	Pteropus lylei	VU
KH	19520	Rhinolophus acuminatus	LC
KH	19522	Rhinolophus affinis	LC
KH	19527	Rhinolophus borneensis	LC
KH	19547	Rhinolophus lepidus	LC
KH	19548	Rhinolophus luctus	LC
KH	19551	Rhinolophus malayanus	LC
KH	84384558	Rhinolophus microglobosus	LC
KH	85707059	Rhinolophus pusillus	LC
KH	19566	Rhinolophus shameli	LC
KH	19754	Rousettus amplexicaudatus	LC
KH	19756	Rousettus leschenaultii	LC
KH	19802	Saccolaimus saccolaimus	LC
KH	20067	Scotophilus heathii	LC
KH	20068	Scotophilus kuhlii	LC
KH	21459	Taphozous longimanus	LC
KH	21461	Taphozous melanopogon	LC
KH	21465	Taphozous theobaldi	LC
KH	22577	Tylonycteris pachypus	LC
KH	22578	Tylonycteris robustula	LC
TL	6103	Cynopterus brachyotis	LC
TL	6105	Cynopterus nusatenggara	LC
TL	6107	Cynopterus titthaecheilus	LC
TL	84882605	Dobsonia moluccensis	LC
TL	6771	Dobsonia peronii	LC
TL	7787	Eonycteris spelaea	LC
TL	10113	Hipposideros bicolor	LC
TL	10128	Hipposideros diadema	LC
TL	12594	Macroglossus minimus	LC
TL	13562	Miniopterus australis	LC
TL	136233	Miniopterus paululus	DD
TL	136827	Miniopterus shortridgei	DD
TL	14963	Nyctimene cephalotes	LC
TL	136441	Nyctimene keasti	VU
TL	17368	Pipistrellus tenuis	LC
TL	18727	Pteropus griseus	DD
TL	18733	Pteropus lombocensis	DD
TL	18766	Pteropus vampyrus	NT
TL	19577	Rhinolophus keyensis	DD
TL	136248	Rhinolophus montanus	EN
TL	19560	Rhinolophus philippinensis	LC
TL	19754	Rousettus amplexicaudatus	LC
TL	136612	Scotophilus collinus	LC
TL	20068	Scotophilus kuhlii	LC
TL	21453	Taphozous achates	DD
TL	21461	Taphozous melanopogon	LC
TL	22578	Tylonycteris robustula	LC
SG	4601	Cheiromeles torquatus	LC
SG	6103	Cynopterus brachyotis	LC
SG	7787	Eonycteris spelaea	LC
SG	10118	Hipposideros cervinus	LC
SG	10108	Hipposideros ridleyi	VU
SG	12594	Macroglossus minimus	LC
SG	12939	Megaderma spasma	LC
SG	14138	Myotis adversus	LC
SG	14166	Myotis horsfieldii	LC
SG	85537578	Myotis muricola	LC
SG	14186	Myotis oreias	DD
SG	14937	Nycteris tragata	NT
SG	17344	Pipistrellus javanicus	LC
SG	18766	Pteropus vampyrus	NT
SG	19522	Rhinolophus affinis	LC
SG	19548	Rhinolophus luctus	LC
SG	19754	Rousettus amplexicaudatus	LC
SG	21461	Taphozous melanopogon	LC
SG	22578	Tylonycteris robustula	LC
LK	4316	Chaerephon plicatus	LC
LK	6103	Cynopterus brachyotis	LC
LK	6106	Cynopterus sphinx	LC
LK	9978	Hesperoptenus tickelli	LC
LK	10111	Hipposideros ater	LC
LK	10135	Hipposideros fulvus	LC
LK	10136	Hipposideros galeritus	LC
LK	10142	Hipposideros lankadiva	LC
LK	10162	Hipposideros speoris	LC
LK	17324	Hypsugo affinis	LC
LK	10985	Kerivoula picta	LC
LK	12938	Megaderma lyra	LC
LK	12939	Megaderma spasma	LC
LK	13938	Murina cyclotis	LC
LK	14164	Myotis hasseltii	LC
LK	17332	Pipistrellus ceylonicus	LC
LK	17335	Pipistrellus coromandra	LC
LK	17368	Pipistrellus tenuis	LC
LK	18725	Pteropus giganteus	LC
LK	40023	Rhinolophus beddomei	LC
LK	19756	Rousettus leschenaultii	LC
LK	19802	Saccolaimus saccolaimus	LC
LK	20067	Scotophilus heathii	LC
LK	20068	Scotophilus kuhlii	LC
LK	21312	Tadarida aegyptiaca	LC
LK	21459	Taphozous longimanus	LC
LK	21461	Taphozous melanopogon	LC
TH	40031	Arielulus aureocollaris	LC
TH	41534	Arielulus circumdatus	LC
TH	2155	Aselliscus stoliczkanus	LC
TH	2538	Balionycteris maculata	LC
TH	4601	Cheiromeles torquatus	LC
TH	4670	Chironax melanocephalus	LC
TH	5074	Coelops frithii	NT
TH	5481	Craseonycteris thonglongyai	NT
TH	6103	Cynopterus brachyotis	LC
TH	6104	Cynopterus horsfieldii	LC
TH	6106	Cynopterus sphinx	LC
TH	6931	Dyacopterus spadiceus	NT
TH	7674	Emballonura monticola	LC
TH	7787	Eonycteris spelaea	LC
TH	7921	Eptesicus dimissus	DD
TH	85200202	Eptesicus pachyomus	LC
TH	7936	Eptesicus pachyotis	LC
TH	7911	Eptesicus serotinus	LC
TH	80263386	Eudiscoderma thongareeae	CR
TH	8168	Eudiscopus denticulus	LC
TH	81189973	Glischropus bucephalus	LC
TH	9248	Glischropus tylopus	LC
TH	99711843	Harpiocephalus harpia	LC
TH	9975	Hesperoptenus blanfordi	LC
TH	9978	Hesperoptenus tickelli	LC
TH	9979	Hesperoptenus tomesi	VU
TH	10110	Hipposideros armiger	LC
TH	10111	Hipposideros ater	LC
TH	80259774	Hipposideros atrox	LC
TH	10113	Hipposideros bicolor	LC
TH	10119	Hipposideros cineraceus	LC
TH	10128	Hipposideros diadema	LC
TH	10136	Hipposideros galeritus	LC
TH	136478	Hipposideros grandis	LC
TH	10137	Hipposideros halophyllus	VU
TH	10143	Hipposideros larvatus	LC
TH	10144	Hipposideros lekaguli	NT
TH	10145	Hipposideros lylei	LC
TH	80224655	Hipposideros pendlebury	VU
TH	10154	Hipposideros pomona	LC
TH	17331	Hypsugo cadornae	LC
TH	10755	Ia io	LC
TH	10974	Kerivoula hardwickii	LC
TH	136240	Kerivoula kachinensis	LC
TH	10981	Kerivoula papillosa	LC
TH	10983	Kerivoula pellucida	NT
TH	10985	Kerivoula picta	LC
TH	136817	Kerivoula titania	LC
TH	10987	Kerivoula whiteheadi	LC
TH	12594	Macroglossus minimus	LC
TH	12595	Macroglossus sobrinus	LC
TH	12938	Megaderma lyra	LC
TH	12939	Megaderma spasma	LC
TH	12946	Megaerops ecaudatus	LC
TH	12947	Megaerops niphanae	LC
TH	13566	Miniopterus magnater	LC
TH	13567	Miniopterus medius	LC
TH	13569	Miniopterus pusillus	LC
TH	13842	Mops mops	NT
TH	13936	Murina aenea	VU
TH	13937	Murina aurata	LC
TH	84487939	Murina balaensis	CR
TH	13938	Murina cyclotis	LC
TH	99712630	Murina harrisoni	LC
TH	13942	Murina huttoni	LC
TH	13947	Murina suilla	LC
TH	14141	Myotis altarium	LC
TH	14142	Myotis annectans	LC
TH	14144	Myotis ater	LC
TH	14152	Myotis chinensis	LC
TH	14164	Myotis hasseltii	LC
TH	14165	Myotis hermani	DD
TH	14166	Myotis horsfieldii	LC
TH	85537578	Myotis muricola	LC
TH	14194	Myotis ridleyi	NT
TH	14196	Myotis rosseti	LC
TH	14937	Nycteris tragata	NT
TH	10970	Phoniscus atrox	NT
TH	10976	Phoniscus jagorii	LC
TH	17344	Pipistrellus javanicus	LC
TH	17360	Pipistrellus pulveratus	LC
TH	17364	Pipistrellus stenopterus	LC
TH	17368	Pipistrellus tenuis	LC
TH	18729	Pteropus hypomelanus	LC
TH	136841	Pteropus intermedius	DD
TH	18734	Pteropus lylei	VU
TH	18766	Pteropus vampyrus	NT
TH	19520	Rhinolophus acuminatus	LC
TH	19522	Rhinolophus affinis	LC
TH	19532	Rhinolophus coelophyllus	LC
TH	19547	Rhinolophus lepidus	LC
TH	19548	Rhinolophus luctus	LC
TH	19550	Rhinolophus macrotis	LC
TH	19551	Rhinolophus malayanus	LC
TH	19552	Rhinolophus marshalli	LC
TH	84384558	Rhinolophus microglobosus	LC
TH	19558	Rhinolophus paradoxolophus	LC
TH	19559	Rhinolophus pearsonii	LC
TH	85707059	Rhinolophus pusillus	LC
TH	136496	Rhinolophus robinsoni	NT
TH	19566	Rhinolophus shameli	LC
TH	136651	Rhinolophus siamensis	LC
TH	84383122	Rhinolophus stheno	LC
TH	19573	Rhinolophus thomasi	LC
TH	19574	Rhinolophus trifoliatus	LC
TH	19576	Rhinolophus yunanensis	LC
TH	82345477	Rhinopoma hardwickii	LC
TH	19754	Rousettus amplexicaudatus	LC
TH	19756	Rousettus leschenaultii	LC
TH	19802	Saccolaimus saccolaimus	LC
TH	20058	Scotomanes ornatus	LC
TH	20067	Scotophilus heathii	LC
TH	20068	Scotophilus kuhlii	LC
TH	20521	Sphaerias blanfordi	LC
TH	40036	Tadarida latouchei	DD
TH	21459	Taphozous longimanus	LC
TH	21461	Taphozous melanopogon	LC
TH	21465	Taphozous theobaldi	LC
TH	22577	Tylonycteris pachypus	LC
TH	22578	Tylonycteris robustula	LC
NP	41534	Arielulus circumdatus	LC
NP	85181182	Barbastella leucomelas	LC
NP	6106	Cynopterus sphinx	LC
NP	7921	Eptesicus dimissus	DD
NP	7911	Eptesicus serotinus	LC
NP	9978	Hesperoptenus tickelli	LC
NP	10110	Hipposideros armiger	LC
NP	10154	Hipposideros pomona	LC
NP	17324	Hypsugo affinis	LC
NP	17345	Hypsugo joffrei	DD
NP	10755	Ia io	LC
NP	10985	Kerivoula picta	LC
NP	12938	Megaderma lyra	LC
NP	13569	Miniopterus pusillus	LC
NP	13937	Murina aurata	LC
NP	13938	Murina cyclotis	LC
NP	13942	Murina huttoni	LC
NP	14124	Myotis blythii	LC
NP	29420	Myotis csorbai	DD
NP	14160	Myotis formosus	LC
NP	14175	Myotis longipes	DD
NP	85537578	Myotis muricola	LC
NP	136495	Myotis nipalensis	LC
NP	14202	Myotis sicarius	VU
NP	14203	Myotis siligorensis	LC
NP	14923	Nyctalus montanus	LC
NP	16981	Philetor brachypterus	LC
NP	17335	Pipistrellus coromandra	LC
NP	17344	Pipistrellus javanicus	LC
NP	17368	Pipistrellus tenuis	LC
NP	85537505	Plecotus homochrous	DD
NP	18725	Pteropus giganteus	LC
NP	19522	Rhinolophus affinis	LC
NP	19517	Rhinolophus ferrumequinum	LC
NP	19547	Rhinolophus lepidus	LC
NP	19548	Rhinolophus luctus	LC
NP	19550	Rhinolophus macrotis	LC
NP	19559	Rhinolophus pearsonii	LC
NP	85707059	Rhinolophus pusillus	LC
NP	41529	Rhinolophus sinicus	LC
NP	19570	Rhinolophus subbadius	LC
NP	82345477	Rhinopoma hardwickii	LC
NP	19756	Rousettus leschenaultii	LC
NP	20058	Scotomanes ornatus	LC
NP	20067	Scotophilus heathii	LC
NP	20068	Scotophilus kuhlii	LC
NP	17338	Scotozous dormeri	LC
NP	20521	Sphaerias blanfordi	LC
NP	21311	Tadarida teniotis	LC
LA	40031	Arielulus aureocollaris	LC
LA	2155	Aselliscus stoliczkanus	LC
LA	4316	Chaerephon plicatus	LC
LA	5074	Coelops frithii	NT
LA	6103	Cynopterus brachyotis	LC
LA	6106	Cynopterus sphinx	LC
LA	7787	Eonycteris spelaea	LC
LA	85200202	Eptesicus pachyomus	LC
LA	7911	Eptesicus serotinus	LC
LA	8168	Eudiscopus denticulus	LC
LA	81189973	Glischropus bucephalus	LC
LA	9248	Glischropus tylopus	LC
LA	99711843	Harpiocephalus harpia	LC
LA	9975	Hesperoptenus blanfordi	LC
LA	9978	Hesperoptenus tickelli	LC
LA	10110	Hipposideros armiger	LC
LA	10119	Hipposideros cineraceus	LC
LA	10128	Hipposideros diadema	LC
LA	10136	Hipposideros galeritus	LC
LA	136819	Hipposideros khaokhouayensis	VU
LA	10143	Hipposideros larvatus	LC
LA	10154	Hipposideros pomona	LC
LA	136477	Hipposideros rotalis	LC
LA	136586	Hipposideros scutinares	VU
LA	17331	Hypsugo cadornae	LC
LA	85201719	Hypsugo dolichodon	DD
LA	10755	Ia io	LC
LA	10974	Kerivoula hardwickii	LC
LA	136240	Kerivoula kachinensis	LC
LA	10981	Kerivoula papillosa	LC
LA	10985	Kerivoula picta	LC
LA	136817	Kerivoula titania	LC
LA	12595	Macroglossus sobrinus	LC
LA	12938	Megaderma lyra	LC
LA	12939	Megaderma spasma	LC
LA	12947	Megaerops niphanae	LC
LA	13566	Miniopterus magnater	LC
LA	13569	Miniopterus pusillus	LC
LA	13937	Murina aurata	LC
LA	13938	Murina cyclotis	LC
LA	99712630	Murina harrisoni	LC
LA	13942	Murina huttoni	LC
LA	136279	Myotis annamiticus	DD
LA	85342605	Myotis annatessae	DD
LA	14142	Myotis annectans	LC
LA	14160	Myotis formosus	LC
LA	14166	Myotis horsfieldii	LC
LA	85342688	Myotis indochinensis	DD
LA	14181	Myotis montivagus	LC
LA	85537578	Myotis muricola	LC
LA	14193	Myotis pilosus	VU
LA	14196	Myotis rosseti	LC
LA	14203	Myotis siligorensis	LC
LA	10976	Phoniscus jagorii	LC
LA	17320	Pipistrellus abramus	LC
LA	17335	Pipistrellus coromandra	LC
LA	17344	Pipistrellus javanicus	LC
LA	17356	Pipistrellus paterculus	LC
LA	17360	Pipistrellus pulveratus	LC
LA	17368	Pipistrellus tenuis	LC
LA	19520	Rhinolophus acuminatus	LC
LA	19522	Rhinolophus affinis	LC
LA	19527	Rhinolophus borneensis	LC
LA	19532	Rhinolophus coelophyllus	LC
LA	40037	Rhinolophus convexus	DD
LA	19548	Rhinolophus luctus	LC
LA	19550	Rhinolophus macrotis	LC
LA	19551	Rhinolophus malayanus	LC
LA	19552	Rhinolophus marshalli	LC
LA	84384558	Rhinolophus microglobosus	LC
LA	19558	Rhinolophus paradoxolophus	LC
LA	19559	Rhinolophus pearsonii	LC
LA	85707059	Rhinolophus pusillus	LC
LA	19566	Rhinolophus shameli	LC
LA	136651	Rhinolophus siamensis	LC
LA	19573	Rhinolophus thomasi	LC
LA	19754	Rousettus amplexicaudatus	LC
LA	19756	Rousettus leschenaultii	LC
LA	20058	Scotomanes ornatus	LC
LA	20067	Scotophilus heathii	LC
LA	20068	Scotophilus kuhlii	LC
LA	40036	Tadarida latouchei	DD
LA	21459	Taphozous longimanus	LC
LA	21461	Taphozous melanopogon	LC
LA	22577	Tylonycteris pachypus	LC
LA	22578	Tylonycteris robustula	LC
YE	80222726	Asellia arabica	DD
YE	80221456	Asellia italosomalica	DD
YE	80221529	Asellia tridens	LC
YE	67362271	Chaerephon pumilus	LC
YE	7084	Eidolon helvum	NT
YE	7915	Eptesicus bottae	LC
YE	10115	Hipposideros caffer	LC
YE	85646524	Hipposideros tephrus	LC
YE	44862	Miniopterus natalensis	LC
YE	14148	Myotis bocagii	LC
YE	14936	Nycteris thebaica	LC
YE	41533	Nycticeinops schlieffeni	LC
YE	95558305	Otomops harrisoni	VU
YE	44852	Pipistrellus ariel	DD
YE	17314	Pipistrellus kuhlii	LC
YE	17361	Pipistrellus rueppellii	LC
YE	19515	Rhinolophus blasii	LC
YE	19531	Rhinolophus clivosus	LC
YE	82345555	Rhinopoma cystops	LC
YE	82345696	Rhinopoma hadramauticum	EN
YE	82345477	Rhinopoma hardwickii	LC
YE	19600	Rhinopoma microphyllum	LC
YE	7935	Rhyneptesicus nasutus	LC
YE	29730	Rousettus aegyptiacus	LC
YE	21312	Tadarida aegyptiaca	LC
YE	21462	Taphozous nudiventris	LC
YE	21463	Taphozous perforatus	LC
YE	81082829	Triaenops parvus	DD
YE	81069403	Triaenops persicus	LC
GE	2553	Barbastella barbastellus	NT
GE	85181182	Barbastella leucomelas	LC
GE	7915	Eptesicus bottae	LC
GE	7910	Eptesicus nilssonii	LC
GE	7911	Eptesicus serotinus	LC
GE	44856	Hypsugo savii	LC
GE	81633057	Miniopterus schreibersii	NT
GE	136553	Myotis aurascens	LC
GE	14123	Myotis bechsteinii	NT
GE	14124	Myotis blythii	LC
GE	14129	Myotis emarginatus	LC
GE	14134	Myotis mystacinus	LC
GE	14135	Myotis nattereri	LC
GE	136495	Myotis nipalensis	LC
GE	14918	Nyctalus lasiopterus	VU
GE	14919	Nyctalus leisleri	LC
GE	14920	Nyctalus noctula	LC
GE	17314	Pipistrellus kuhlii	LC
GE	17316	Pipistrellus nathusii	LC
GE	17317	Pipistrellus pipistrellus	LC
GE	136649	Pipistrellus pygmaeus	LC
GE	17596	Plecotus auritus	LC
GE	136229	Plecotus macrobullaris	LC
GE	19516	Rhinolophus euryale	NT
GE	19517	Rhinolophus ferrumequinum	LC
GE	19518	Rhinolophus hipposideros	LC
GE	19519	Rhinolophus mehelyi	VU
GE	21311	Tadarida teniotis	LC
GE	22947	Vespertilio murinus	LC
TR	7915	Eptesicus bottae	LC
TR	7910	Eptesicus nilssonii	LC
TR	7911	Eptesicus serotinus	LC
TR	44856	Hypsugo savii	LC
TR	81633057	Miniopterus schreibersii	NT
TR	136553	Myotis aurascens	LC
TR	14123	Myotis bechsteinii	NT
TR	14124	Myotis blythii	LC
TR	14125	Myotis brandtii	LC
TR	14126	Myotis capaccinii	VU
TR	14128	Myotis daubentonii	LC
TR	14129	Myotis emarginatus	LC
TR	14133	Myotis myotis	LC
TR	14134	Myotis mystacinus	LC
TR	14135	Myotis nattereri	LC
TR	136495	Myotis nipalensis	LC
TR	14918	Nyctalus lasiopterus	VU
TR	14919	Nyctalus leisleri	LC
TR	14920	Nyctalus noctula	LC
TR	85294528	Otonycteris hemprichii	LC
TR	17314	Pipistrellus kuhlii	LC
TR	17316	Pipistrellus nathusii	LC
TR	17317	Pipistrellus pipistrellus	LC
TR	136649	Pipistrellus pygmaeus	LC
TR	17596	Plecotus auritus	LC
TR	17597	Plecotus austriacus	LC
TR	136473	Plecotus kolombatovici	LC
TR	136229	Plecotus macrobullaris	LC
TR	19515	Rhinolophus blasii	LC
TR	19516	Rhinolophus euryale	NT
TR	19517	Rhinolophus ferrumequinum	LC
TR	19518	Rhinolophus hipposideros	LC
TR	19519	Rhinolophus mehelyi	VU
TR	29730	Rousettus aegyptiacus	LC
TR	21311	Tadarida teniotis	LC
TR	21462	Taphozous nudiventris	LC
TR	22947	Vespertilio murinus	LC
AM	2553	Barbastella barbastellus	NT
AM	85181182	Barbastella leucomelas	LC
AM	7915	Eptesicus bottae	LC
AM	7911	Eptesicus serotinus	LC
AM	81633057	Miniopterus schreibersii	NT
AM	136553	Myotis aurascens	LC
AM	14123	Myotis bechsteinii	NT
AM	14124	Myotis blythii	LC
AM	14129	Myotis emarginatus	LC
AM	136288	Myotis hajastanicus	CR
AM	14134	Myotis mystacinus	LC
AM	14135	Myotis nattereri	LC
AM	136495	Myotis nipalensis	LC
AM	14198	Myotis schaubi	DD
AM	14919	Nyctalus leisleri	LC
AM	14920	Nyctalus noctula	LC
AM	17314	Pipistrellus kuhlii	LC
AM	17316	Pipistrellus nathusii	LC
AM	17317	Pipistrellus pipistrellus	LC
AM	136649	Pipistrellus pygmaeus	LC
AM	136229	Plecotus macrobullaris	LC
AM	19515	Rhinolophus blasii	LC
AM	19516	Rhinolophus euryale	NT
AM	19517	Rhinolophus ferrumequinum	LC
AM	19518	Rhinolophus hipposideros	LC
AM	19519	Rhinolophus mehelyi	VU
AM	21311	Tadarida teniotis	LC
AM	22947	Vespertilio murinus	LC
AZ	2553	Barbastella barbastellus	NT
AZ	85181182	Barbastella leucomelas	LC
AZ	7915	Eptesicus bottae	LC
AZ	7910	Eptesicus nilssonii	LC
AZ	7911	Eptesicus serotinus	LC
AZ	44856	Hypsugo savii	LC
AZ	81633057	Miniopterus schreibersii	NT
AZ	136553	Myotis aurascens	LC
AZ	14123	Myotis bechsteinii	NT
AZ	14124	Myotis blythii	LC
AZ	14129	Myotis emarginatus	LC
AZ	14134	Myotis mystacinus	LC
AZ	14135	Myotis nattereri	LC
AZ	136495	Myotis nipalensis	LC
AZ	14918	Nyctalus lasiopterus	VU
AZ	14919	Nyctalus leisleri	LC
AZ	14920	Nyctalus noctula	LC
AZ	17314	Pipistrellus kuhlii	LC
AZ	17316	Pipistrellus nathusii	LC
AZ	17317	Pipistrellus pipistrellus	LC
AZ	136649	Pipistrellus pygmaeus	LC
AZ	17596	Plecotus auritus	LC
AZ	136229	Plecotus macrobullaris	LC
AZ	19515	Rhinolophus blasii	LC
AZ	19516	Rhinolophus euryale	NT
AZ	19517	Rhinolophus ferrumequinum	LC
AZ	19518	Rhinolophus hipposideros	LC
AZ	19519	Rhinolophus mehelyi	VU
AZ	21311	Tadarida teniotis	LC
AZ	22947	Vespertilio murinus	LC
MY	136541	Aethalops aequalis	LC
MY	565	Aethalops alecto	LC
MY	41534	Arielulus circumdatus	LC
MY	40775	Arielulus cuprosus	VU
MY	40776	Arielulus societatis	VU
MY	2155	Aselliscus stoliczkanus	LC
MY	2538	Balionycteris maculata	LC
MY	4313	Chaerephon johorensis	VU
MY	4316	Chaerephon plicatus	LC
MY	4601	Cheiromeles torquatus	LC
MY	4670	Chironax melanocephalus	LC
MY	5074	Coelops frithii	NT
MY	5076	Coelops robinsoni	VU
MY	6103	Cynopterus brachyotis	LC
MY	6104	Cynopterus horsfieldii	LC
MY	136423	Cynopterus minutus	LC
MY	6106	Cynopterus sphinx	LC
MY	6931	Dyacopterus spadiceus	NT
MY	7670	Emballonura alecto	LC
MY	7674	Emballonura monticola	LC
MY	7786	Eonycteris major	DD
MY	7787	Eonycteris spelaea	LC
MY	17359	Falsistrellus petersi	DD
MY	9248	Glischropus tylopus	LC
MY	9975	Hesperoptenus blanfordi	LC
MY	9976	Hesperoptenus doriae	DD
MY	9979	Hesperoptenus tomesi	VU
MY	10110	Hipposideros armiger	LC
MY	10111	Hipposideros ater	LC
MY	80259774	Hipposideros atrox	LC
MY	10113	Hipposideros bicolor	LC
MY	10118	Hipposideros cervinus	LC
MY	10119	Hipposideros cineraceus	LC
MY	10123	Hipposideros coxi	EN
MY	10128	Hipposideros diadema	LC
MY	10130	Hipposideros doriae	NT
MY	10132	Hipposideros dyacorum	LC
MY	10136	Hipposideros galeritus	LC
MY	10137	Hipposideros halophyllus	VU
MY	10143	Hipposideros larvatus	LC
MY	10144	Hipposideros lekaguli	NT
MY	10145	Hipposideros lylei	LC
MY	10152	Hipposideros nequam	DD
MY	136192	Hipposideros orbiculus	VU
MY	10154	Hipposideros pomona	LC
MY	10108	Hipposideros ridleyi	VU
MY	17346	Hypsugo kitcheneri	DD
MY	17349	Hypsugo macrotis	DD
MY	44195	Hypsugo vordermanni	DD
MY	10973	Kerivoula flora	VU
MY	10974	Kerivoula hardwickii	LC
MY	10975	Kerivoula intermedia	NT
MY	136572	Kerivoula krauensis	DD
MY	136428	Kerivoula lenis	LC
MY	10978	Kerivoula minuta	NT
MY	10981	Kerivoula papillosa	LC
MY	10983	Kerivoula pellucida	NT
MY	10985	Kerivoula picta	LC
MY	10987	Kerivoula whiteheadi	LC
MY	12594	Macroglossus minimus	LC
MY	12595	Macroglossus sobrinus	LC
MY	12938	Megaderma lyra	LC
MY	12939	Megaderma spasma	LC
MY	12946	Megaerops ecaudatus	LC
MY	12948	Megaerops wetmorei	VU
MY	13562	Miniopterus australis	LC
MY	13566	Miniopterus magnater	LC
MY	13567	Miniopterus medius	LC
MY	136233	Miniopterus paululus	DD
MY	13842	Mops mops	NT
MY	13936	Murina aenea	VU
MY	13938	Murina cyclotis	LC
MY	13942	Murina huttoni	LC
MY	13945	Murina rozendaali	VU
MY	13947	Murina suilla	LC
MY	14138	Myotis adversus	LC
MY	14144	Myotis ater	LC
MY	85568289	Myotis borneoensis	DD
MY	85568302	Myotis federatus	DD
MY	40035	Myotis gomantongensis	LC
MY	14164	Myotis hasseltii	LC
MY	14165	Myotis hermani	DD
MY	14166	Myotis horsfieldii	LC
MY	14178	Myotis macrotarsus	LC
MY	14181	Myotis montivagus	LC
MY	85537578	Myotis muricola	LC
MY	14194	Myotis ridleyi	NT
MY	14203	Myotis siligorensis	LC
MY	14937	Nycteris tragata	NT
MY	16563	Penthetor lucasi	LC
MY	16981	Philetor brachypterus	LC
MY	10970	Phoniscus atrox	NT
MY	10976	Phoniscus jagorii	LC
MY	17332	Pipistrellus ceylonicus	LC
MY	17342	Pipistrellus imbricatus	LC
MY	17344	Pipistrellus javanicus	LC
MY	17364	Pipistrellus stenopterus	LC
MY	17368	Pipistrellus tenuis	LC
MY	18729	Pteropus hypomelanus	LC
MY	18766	Pteropus vampyrus	NT
MY	19520	Rhinolophus acuminatus	LC
MY	19522	Rhinolophus affinis	LC
MY	19525	Rhinolophus arcuatus	LC
MY	19527	Rhinolophus borneensis	LC
MY	19532	Rhinolophus coelophyllus	LC
MY	40037	Rhinolophus convexus	DD
MY	19535	Rhinolophus creaghi	LC
MY	19547	Rhinolophus lepidus	LC
MY	19548	Rhinolophus luctus	LC
MY	19550	Rhinolophus macrotis	LC
MY	19551	Rhinolophus malayanus	LC
MY	19552	Rhinolophus marshalli	LC
MY	19559	Rhinolophus pearsonii	LC
MY	19560	Rhinolophus philippinensis	LC
MY	84372306	Rhinolophus proconsulis	EN
MY	85707059	Rhinolophus pusillus	LC
MY	136496	Rhinolophus robinsoni	NT
MY	19565	Rhinolophus sedulus	NT
MY	84383122	Rhinolophus stheno	LC
MY	19574	Rhinolophus trifoliatus	LC
MY	19754	Rousettus amplexicaudatus	LC
MY	19756	Rousettus leschenaultii	LC
MY	19751	Rousettus spinalatus	VU
MY	19802	Saccolaimus saccolaimus	LC
MY	136612	Scotophilus collinus	LC
MY	20068	Scotophilus kuhlii	LC
MY	21459	Taphozous longimanus	LC
MY	21461	Taphozous melanopogon	LC
MY	22577	Tylonycteris pachypus	LC
